marca_std,subcategoria,faixa_preco,ciclo_idx,cod_ciclo,valor
Eudora,Perfume Masculino,P5,16,202417,83277.8
Eudora,Perfume Masculino,P5,17,202501,20692.149999999998
Eudora,Perfume Masculino,P5,18,202502,31751.3
Eudora,Perfume Masculino,P5,19,202503,25286.59
Eudora,Perfume Masculino,P5,20,202504,36529.14
Eudora,Perfume Masculino,P5,21,202505,44160.08
Eudora,Perfume Masculino,P5,22,202506,42214.159999999996
Eudora,Perfume Masculino,P5,23,202507,18963.75
Eudora,Perfume Masculino,P5,24,202508,48132.3
Eudora,Perfume Masculino,P5,25,202509,22303.14
Eudora,Perfume Masculino,P5,26,202510,27469.399999999998
Eudora,Perfume Masculino,P5,27,202511,40883.659999999996
Eudora,Perfume Masculino,P5,28,202512,23514.95
Eudora,Perfume Masculino,P5,29,202513,29869.239999999998
Eudora,Perfume Masculino,P5,30,202514,40554.31
Eudora,Perfume Masculino,P5,31,202515,50997.06
Eudora,Perfume Masculino,P5,32,202516,43290.1
Eudora,Perfume Masculino,P5,33,202517,53919.22
Eudora,Perfume Masculino,P5,34,202601,21567.43
Eudora,Perfume Masculino,P5,35,202602,21287.079999999998
Eudora,Perfume Masculino,P5,36,202603,30221.239999999998
Eudora,Perfume Masculino,P5,37,202604,25501.59
Eudora,Perfume Masculino,P5,38,202605,30862.739999999998
Eudora,Perfume Masculino,P5,39,202606,54685.52
Eudora,Perfume Masculino,P5,40,202607,26234.899999999998
Eudora,Perfume Masculino,P5,41,202608,38765.02
Eudora,Perfume Masculino,P5,42,202609,27803.199999999997
Eudora,Sabonete Líquido,P4,0,202401,25307.56
Eudora,Sabonete Líquido,P4,1,202402,34851.35
Eudora,Sabonete Líquido,P4,2,202403,39066.39
Eudora,Sabonete Líquido,P4,3,202404,48734.130000000005
Eudora,Sabonete Líquido,P4,4,202405,43584.87
Eudora,Sabonete Líquido,P4,5,202406,57086.85
Eudora,Sabonete Líquido,P4,6,202407,36775.48
Eudora,Sabonete Líquido,P4,7,202408,56098.340000000004
Eudora,Sabonete Líquido,P4,8,202409,24788.07
Eudora,Sabonete Líquido,P4,9,202410,42006.85
Eudora,Sabonete Líquido,P4,10,202411,43581.3
Eudora,Sabonete Líquido,P4,11,202412,24756.780000000002
Eudora,Sabonete Líquido,P4,12,202413,36851.64
Eudora,Sabonete Líquido,P4,13,202414,29009.09
Eudora,Sabonete Líquido,P4,14,202415,54164.71
Eudora,Sabonete Líquido,P4,15,202416,40593.04
Eudora,Sabonete Líquido,P4,16,202417,68654.32
Eudora,Sabonete Líquido,P4,17,202501,25995.86
Eudora,Sabonete Líquido,P4,18,202502,22907.02
Eudora,Sabonete Líquido,P4,19,202503,25583.690000000002
Eudora,Sabonete Líquido,P4,20,202504,32069.23
Eudora,Sabonete Líquido,P4,21,202505,35965.55
Eudora,Sabonete Líquido,P4,22,202506,49537.12
Eudora,Sabonete Líquido,P4,23,202507,14905.84
Eudora,Sabonete Líquido,P4,24,202508,33514.22
Eudora,Sabonete Líquido,P4,25,202509,23732.08
Eudora,Sabonete Líquido,P4,26,202510,21406.84
Eudora,Sabonete Líquido,P4,27,202511,38186.340000000004
Eudora,Sabonete Líquido,P4,28,202512,16345.59
Eudora,Sabonete Líquido,P4,29,202513,30164.57
Eudora,Sabonete Líquido,P4,30,202514,30752.74
Eudora,Sabonete Líquido,P4,31,202515,44833.46
Eudora,Sabonete Líquido,P4,32,202516,31375.600000000002
Eudora,Sabonete Líquido,P4,33,202517,44552.130000000005
Eudora,Sabonete Líquido,P4,34,202601,17094.08
Eudora,Sabonete Líquido,P4,35,202602,17380.24
Eudora,Sabonete Líquido,P4,36,202603,30214.36
Eudora,Sabonete Líquido,P4,37,202604,23168.97
Eudora,Sabonete Líquido,P4,38,202605,33246.78
Eudora,Sabonete Líquido,P4,39,202606,50212.79
Eudora,Sabonete Líquido,P4,40,202607,24691.02
Eudora,Sabonete Líquido,P4,41,202608,39016.6
Eudora,Sabonete Líquido,P4,42,202609,21991.15
Eudora,Shampoo,P5,0,202401,87460.69
Eudora,Shampoo,P5,1,202402,104780.35
Eudora,Shampoo,P5,2,202403,126400.16
Eudora,Shampoo,P5,3,202404,146091.03
Eudora,Shampoo,P5,4,202405,124251.37
Eudora,Shampoo,P5,5,202406,179457.24
Eudora,Shampoo,P5,6,202407,84537.56
Eudora,Shampoo,P5,7,202408,167908.12
Eudora,Shampoo,P5,8,202409,85100.33
Eudora,Shampoo,P5,9,202410,93300.11
Eudora,Shampoo,P5,10,202411,101076.87
Eudora,Shampoo,P5,11,202412,72693.38
Eudora,Shampoo,P5,12,202413,87811.74
Eudora,Shampoo,P5,13,202414,95493.0
Eudora,Shampoo,P5,14,202415,135957.72
Eudora,Shampoo,P5,15,202416,133718.47
Eudora,Shampoo,P5,16,202417,191507.88
Eudora,Shampoo,P5,17,202501,51545.76
Eudora,Shampoo,P5,18,202502,65426.19
Eudora,Shampoo,P5,19,202503,58042.44
Eudora,Shampoo,P5,20,202504,95941.71
Eudora,Shampoo,P5,21,202505,104773.54
Eudora,Shampoo,P5,22,202506,133350.74
Eudora,Shampoo,P5,23,202507,47486.78
Eudora,Shampoo,P5,24,202508,97322.74
Eudora,Shampoo,P5,25,202509,64338.07
Eudora,Shampoo,P5,26,202510,66547.23
Eudora,Shampoo,P5,27,202511,107223.84
Eudora,Shampoo,P5,28,202512,54034.9
Eudora,Shampoo,P5,29,202513,81322.61
Eudora,Shampoo,P5,30,202514,87724.12
Eudora,Shampoo,P5,31,202515,131803.45
Eudora,Shampoo,P5,32,202516,89720.92
Eudora,Shampoo,P5,33,202517,157100.8
Eudora,Shampoo,P5,34,202601,52425.92
Eudora,Shampoo,P5,35,202602,52400.33
Eudora,Shampoo,P5,36,202603,64719.8
Eudora,Shampoo,P5,37,202604,57211.65
Eudora,Shampoo,P5,38,202605,71444.75
Eudora,Shampoo,P5,39,202606,120551.91
Eudora,Shampoo,P5,40,202607,67991.92
Eudora,Shampoo,P5,41,202608,115191.8
Eudora,Shampoo,P5,42,202609,55737.36
Eudora,Shampoo,P6,0,202401,44863.76
Eudora,Shampoo,P6,1,202402,53734.85
Eudora,Shampoo,P6,2,202403,70923.77
Eudora,Shampoo,P6,3,202404,96071.1
Eudora,Shampoo,P6,4,202405,80216.74
Eudora,Shampoo,P6,5,202406,111369.03
Eudora,Shampoo,P6,6,202407,58544.25
Eudora,Shampoo,P6,7,202408,103807.18000000001
Eudora,Shampoo,P6,8,202409,64163.9
Eudora,Shampoo,P6,9,202410,57274.83
Eudora,Shampoo,P6,10,202411,75620.46
Eudora,Shampoo,P6,11,202412,44570.98
Eudora,Shampoo,P6,12,202413,67628.68000000001
Eudora,Shampoo,P6,13,202414,61376.94
Eudora,Shampoo,P6,14,202415,100869.19
Eudora,Shampoo,P6,15,202416,66747.39
Eudora,Shampoo,P6,16,202417,130774.29000000001
Eudora,Shampoo,P6,17,202501,47873.71
Eudora,Shampoo,P6,18,202502,36983.38
Eudora,Shampoo,P6,19,202503,51069.590000000004
Eudora,Shampoo,P6,20,202504,63376.64
Eudora,Shampoo,P6,21,202505,61033.23
Eudora,Shampoo,P6,22,202506,71847.05
Eudora,Shampoo,P6,23,202507,36303.73
Eudora,Shampoo,P6,24,202508,61357.11
Eudora,Shampoo,P6,25,202509,36845.42
Eudora,Shampoo,P6,26,202510,54856.04
Eudora,Shampoo,P6,27,202511,55558.29
Eudora,Shampoo,P6,28,202512,36666.5
Eudora,Shampoo,P6,29,202513,60721.21
Eudora,Shampoo,P6,30,202514,60128.6
Eudora,Shampoo,P6,31,202515,89707.53
Eudora,Shampoo,P6,32,202516,64608.69
Eudora,Shampoo,P6,33,202517,101636.68000000001
Eudora,Shampoo,P6,34,202601,31638.37
Eudora,Shampoo,P6,35,202602,37279.22
Eudora,Shampoo,P6,36,202603,42425.07
Eudora,Shampoo,P6,37,202604,38456.35
Eudora,Shampoo,P6,38,202605,63661.8
Eudora,Shampoo,P6,39,202606,73799.89
Eudora,Shampoo,P6,40,202607,48370.93
Eudora,Shampoo,P6,41,202608,81850.67
Eudora,Shampoo,P6,42,202609,47249.32
Eudora,Sérum,P1,0,202401,8121.41
Eudora,Sérum,P1,1,202402,9935.75
Eudora,Sérum,P1,2,202403,14904.21
Eudora,Sérum,P1,3,202404,15102.98
Eudora,Sérum,P1,4,202405,15417.199999999999
Eudora,Sérum,P1,5,202406,18021.99
Eudora,Sérum,P1,6,202407,10110.289999999999
Eudora,Sérum,P1,7,202408,15672.14
Eudora,Sérum,P1,8,202409,8547.289999999999
Eudora,Sérum,P1,9,202410,10726.28
Eudora,Sérum,P1,10,202411,6478.38
Eudora,Sérum,P1,11,202412,3879.5099999999998
Eudora,Sérum,P1,12,202413,5288.33
Eudora,Sérum,P1,13,202414,5400.66
Eudora,Sérum,P1,14,202415,8953.22
Eudora,Sérum,P1,15,202416,6320.59
Eudora,Sérum,P1,16,202417,9745.59
Eudora,Sérum,P1,17,202501,3172.64
Eudora,Sérum,P1,18,202502,2919.47
Eudora,Sérum,P1,19,202503,3163.0
Eudora,Sérum,P1,20,202504,5236.07
Eudora,Sérum,P1,21,202505,4842.54
Eudora,Sérum,P1,22,202506,5593.44
Eudora,Sérum,P1,23,202507,3123.56
Eudora,Sérum,P1,24,202508,5478.53
Eudora,Sérum,P1,25,202509,3544.44
Eudora,Sérum,P1,26,202510,3669.37
Eudora,Sérum,P1,27,202511,4830.11
Eudora,Sérum,P1,28,202512,3338.92
Eudora,Sérum,P1,29,202513,3691.77
Eudora,Sérum,P1,30,202514,4770.04
Eudora,Sérum,P1,31,202515,7761.17
Eudora,Sérum,P1,32,202516,4921.05
Eudora,Sérum,P1,33,202517,7426.18
Eudora,Sérum,P1,34,202601,2610.43
Eudora,Sérum,P1,35,202602,2241.09
Eudora,Sérum,P1,36,202603,3275.35
Eudora,Sérum,P1,37,202604,3428.36
Eudora,Sérum,P1,38,202605,4135.14
Eudora,Sérum,P1,39,202606,7028.99
Eudora,Sérum,P1,40,202607,2943.45
Eudora,Sérum,P1,41,202608,5488.6
Eudora,Sérum,P1,42,202609,3141.04
Eudora,Óleo Corporal,P1,0,202401,6436.09
Eudora,Óleo Corporal,P1,1,202402,7554.02
Eudora,Óleo Corporal,P1,2,202403,8909.21
Eudora,Óleo Corporal,P1,3,202404,9324.36
Eudora,Óleo Corporal,P1,4,202405,11678.42
Eudora,Óleo Corporal,P1,5,202406,13128.86
Eudora,Óleo Corporal,P1,6,202407,5278.84
Eudora,Óleo Corporal,P1,7,202408,12013.7
Eudora,Óleo Corporal,P1,8,202409,7616.15
Eudora,Óleo Corporal,P1,9,202410,8007.89
Eudora,Óleo Corporal,P1,10,202411,9770.75
Eudora,Óleo Corporal,P1,11,202412,5032.73
Eudora,Óleo Corporal,P1,12,202413,6897.75
Eudora,Óleo Corporal,P1,13,202414,6107.17
Eudora,Óleo Corporal,P1,14,202415,11603.09
Eudora,Óleo Corporal,P1,15,202416,8186.63
Eudora,Óleo Corporal,P1,16,202417,16193.119999999999
Eudora,Óleo Corporal,P1,17,202501,4214.89
Eudora,Óleo Corporal,P1,18,202502,6226.68
Eudora,Óleo Corporal,P1,19,202503,6651.92
Eudora,Óleo Corporal,P1,20,202504,7092.78
Eudora,Óleo Corporal,P1,21,202505,9422.38
Eudora,Óleo Corporal,P1,22,202506,10481.86
Eudora,Óleo Corporal,P1,23,202507,2990.37
Eudora,Óleo Corporal,P1,24,202508,8520.37
Eudora,Óleo Corporal,P1,25,202509,4030.69
Eudora,Óleo Corporal,P1,26,202510,5097.18
Eudora,Óleo Corporal,P1,27,202511,9017.26
Eudora,Óleo Corporal,P1,28,202512,4356.9
Eudora,Óleo Corporal,P1,29,202513,5325.5199999999995
Eudora,Óleo Corporal,P1,30,202514,6329.2
Eudora,Óleo Corporal,P1,31,202515,9553.33
Eudora,Óleo Corporal,P1,32,202516,6846.27
Eudora,Óleo Corporal,P1,33,202517,11768.22
Eudora,Óleo Corporal,P1,34,202601,4636.78
Eudora,Óleo Corporal,P1,35,202602,3782.65
Eudora,Óleo Corporal,P1,36,202603,5609.4
Eudora,Óleo Corporal,P1,37,202604,3187.81
Eudora,Óleo Corporal,P1,38,202605,8250.49
Eudora,Óleo Corporal,P1,39,202606,9945.78
Eudora,Óleo Corporal,P1,40,202607,4813.17
Eudora,Óleo Corporal,P1,41,202608,9309.38
Eudora,Óleo Corporal,P1,42,202609,6185.07
Eudora,Óleo Corporal,P2,0,202401,9467.45
Eudora,Óleo Corporal,P2,1,202402,10079.87
Eudora,Óleo Corporal,P2,2,202403,12903.78
Eudora,Óleo Corporal,P2,3,202404,14356.68
Eudora,Óleo Corporal,P2,4,202405,15569.79
Eudora,Óleo Corporal,P2,5,202406,15111.720000000001
Eudora,Óleo Corporal,P2,6,202407,10533.04
Eudora,Óleo Corporal,P2,7,202408,17961.3
Eudora,Óleo Corporal,P2,8,202409,10107.42
Eudora,Óleo Corporal,P2,9,202410,10434.35
Eudora,Óleo Corporal,P2,10,202411,12833.17
Eudora,Óleo Corporal,P2,11,202412,6781.17
Eudora,Óleo Corporal,P2,12,202413,9999.470000000001
Eudora,Óleo Corporal,P2,13,202414,8631.14
Eudora,Óleo Corporal,P2,14,202415,14653.82
Eudora,Óleo Corporal,P2,15,202416,9742.73
Eudora,Óleo Corporal,P2,16,202417,19295.32
Eudora,Óleo Corporal,P2,17,202501,7596.54
Eudora,Óleo Corporal,P2,18,202502,7851.56
Eudora,Óleo Corporal,P2,19,202503,7884.59
Eudora,Óleo Corporal,P2,20,202504,11051.890000000001
Eudora,Óleo Corporal,P2,21,202505,11175.43
Eudora,Óleo Corporal,P2,22,202506,14951.06
Eudora,Óleo Corporal,P2,23,202507,5323.14
Eudora,Óleo Corporal,P2,24,202508,9922.74
Eudora,Óleo Corporal,P2,25,202509,6815.990000000001
Eudora,Óleo Corporal,P2,26,202510,8789.07
Eudora,Óleo Corporal,P2,27,202511,11409.310000000001
Eudora,Óleo Corporal,P2,28,202512,5412.34
Eudora,Óleo Corporal,P2,29,202513,8251.9
Eudora,Óleo Corporal,P2,30,202514,8666.72
Eudora,Óleo Corporal,P2,31,202515,12923.67
Eudora,Óleo Corporal,P2,32,202516,12492.130000000001
Eudora,Óleo Corporal,P2,33,202517,18995.71
Eudora,Óleo Corporal,P2,34,202601,5357.860000000001
Eudora,Óleo Corporal,P2,35,202602,6486.6900000000005
Eudora,Óleo Corporal,P2,36,202603,8305.01
Eudora,Óleo Corporal,P2,37,202604,5720.25
Eudora,Óleo Corporal,P2,38,202605,7843.1
Eudora,Óleo Corporal,P2,39,202606,11611.24
Eudora,Óleo Corporal,P2,40,202607,4822.79
Eudora,Óleo Corporal,P2,41,202608,11657.23
Eudora,Óleo Corporal,P2,42,202609,7064.47
Eudora,Óleo Corporal,P4,0,202401,51893.08
Eudora,Óleo Corporal,P4,1,202402,69346.73
Eudora,Óleo Corporal,P4,2,202403,83597.4
Eudora,Óleo Corporal,P4,3,202404,82298.56999999999
Eudora,Óleo Corporal,P4,4,202405,78067.36
Eudora,Óleo Corporal,P4,5,202406,127080.62
Eudora,Óleo Corporal,P4,6,202407,62980.92
Eudora,Óleo Corporal,P4,7,202408,110562.5
Eudora,Óleo Corporal,P4,8,202409,52263.439999999995
Eudora,Óleo Corporal,P4,9,202410,75745.73
Eudora,Óleo Corporal,P4,10,202411,85137.76
Eudora,Óleo Corporal,P4,11,202412,58282.33
Eudora,Óleo Corporal,P4,12,202413,63736.58
Eudora,Óleo Corporal,P4,13,202414,60670.38
Eudora,Óleo Corporal,P4,14,202415,103518.56
Eudora,Óleo Corporal,P4,15,202416,82280.78
Eudora,Óleo Corporal,P4,16,202417,141651.21
Eudora,Óleo Corporal,P4,17,202501,41123.92
Eudora,Óleo Corporal,P4,18,202502,40744.6
Eudora,Óleo Corporal,P4,19,202503,47201.94
Eudora,Óleo Corporal,P4,20,202504,67024.25
Eudora,Óleo Corporal,P4,21,202505,84065.91
Eudora,Óleo Corporal,P4,22,202506,86169.56999999999
Eudora,Óleo Corporal,P4,23,202507,37368.92
Eudora,Óleo Corporal,P4,24,202508,79127.73999999999
Eudora,Óleo Corporal,P4,25,202509,52073.93
Eudora,Óleo Corporal,P4,26,202510,53472.54
Eudora,Óleo Corporal,P4,27,202511,68383.18
Eudora,Óleo Corporal,P4,28,202512,33538.46
Eudora,Óleo Corporal,P4,29,202513,54768.57
Eudora,Óleo Corporal,P4,30,202514,66243.44
Eudora,Óleo Corporal,P4,31,202515,90875.6
Eudora,Óleo Corporal,P4,32,202516,76931.78
Eudora,Óleo Corporal,P4,33,202517,94350.62
Eudora,Óleo Corporal,P4,34,202601,39324.7
Eudora,Óleo Corporal,P4,35,202602,33686.07
Eudora,Óleo Corporal,P4,36,202603,44807.04
Eudora,Óleo Corporal,P4,37,202604,42212.03
Eudora,Óleo Corporal,P4,38,202605,62224.44
Eudora,Óleo Corporal,P4,39,202606,88989.19
Eudora,Óleo Corporal,P4,40,202607,39461.36
Eudora,Óleo Corporal,P4,41,202608,81329.15
Eudora,Óleo Corporal,P4,42,202609,47312.29
Eudora,Óleo Corporal,P5,0,202401,33632.49
Eudora,Óleo Corporal,P5,1,202402,36361.72
Eudora,Óleo Corporal,P5,2,202403,42345.27
Eudora,Óleo Corporal,P5,3,202404,50086.67
Eudora,Óleo Corporal,P5,4,202405,54483.2
Eudora,Óleo Corporal,P5,5,202406,56722.76
Eudora,Óleo Corporal,P5,6,202407,31120.829999999998
Eudora,Óleo Corporal,P5,7,202408,58000.42
Eudora,Óleo Corporal,P5,8,202409,35597.63
Eudora,Óleo Corporal,P5,9,202410,41973.619999999995
Eudora,Óleo Corporal,P5,10,202411,44213.06
Eudora,Óleo Corporal,P5,11,202412,30204.82
Eudora,Óleo Corporal,P5,12,202413,43144.409999999996
Eudora,Óleo Corporal,P5,13,202414,27388.12
Eudora,Óleo Corporal,P5,14,202415,52266.04
Eudora,Óleo Corporal,P5,15,202416,47613.11
Eudora,Óleo Corporal,P5,16,202417,75438.19
Eudora,Óleo Corporal,P5,17,202501,27053.34
Eudora,Óleo Corporal,P5,18,202502,25137.55
O Boticário,Colônia Infantil,P3,0,202401,56250.36
O Boticário,Colônia Infantil,P3,1,202402,68160.87
O Boticário,Colônia Infantil,P3,2,202403,76295.39
O Boticário,Colônia Infantil,P3,3,202404,86725.22
O Boticário,Colônia Infantil,P3,4,202405,84624.24
O Boticário,Colônia Infantil,P3,5,202406,123405.43000000001
O Boticário,Colônia Infantil,P3,6,202407,61980.87
O Boticário,Colônia Infantil,P3,7,202408,100692.64
O Boticário,Colônia Infantil,P3,8,202409,55160.0
O Boticário,Colônia Infantil,P3,9,202410,77576.14
O Boticário,Colônia Infantil,P3,10,202411,84310.22
O Boticário,Colônia Infantil,P3,11,202412,52512.340000000004
O Boticário,Colônia Infantil,P3,12,202413,65905.48
O Boticário,Colônia Infantil,P3,13,202414,56451.05
O Boticário,Colônia Infantil,P3,14,202415,96764.14
O Boticário,Colônia Infantil,P3,15,202416,76854.01
O Boticário,Colônia Infantil,P3,16,202417,133331.47
O Boticário,Colônia Infantil,P3,17,202501,35421.81
O Boticário,Colônia Infantil,P3,18,202502,47171.840000000004
O Boticário,Colônia Infantil,P3,19,202503,43561.11
O Boticário,Colônia Infantil,P3,20,202504,67353.35
O Boticário,Colônia Infantil,P3,21,202505,77734.97
O Boticário,Colônia Infantil,P3,22,202506,74198.59
O Boticário,Colônia Infantil,P3,23,202507,34951.53
O Boticário,Colônia Infantil,P3,24,202508,71121.09
O Boticário,Colônia Infantil,P3,25,202509,43426.94
O Boticário,Colônia Infantil,P3,26,202510,51210.01
O Boticário,Colônia Infantil,P3,27,202511,73669.39
O Boticário,Colônia Infantil,P3,28,202512,36914.85
O Boticário,Colônia Infantil,P3,29,202513,53152.13
O Boticário,Colônia Infantil,P3,30,202514,63273.92
O Boticário,Colônia Infantil,P3,31,202515,89784.92
O Boticário,Colônia Infantil,P3,32,202516,69357.83
O Boticário,Colônia Infantil,P3,33,202517,101774.11
O Boticário,Colônia Infantil,P3,34,202601,34723.99
O Boticário,Colônia Infantil,P3,35,202602,35494.86
O Boticário,Colônia Infantil,P3,36,202603,44278.78
O Boticário,Colônia Infantil,P3,37,202604,40895.39
O Boticário,Colônia Infantil,P3,38,202605,56017.2
O Boticário,Colônia Infantil,P3,39,202606,79449.22
O Boticário,Colônia Infantil,P3,40,202607,44960.4
O Boticário,Colônia Infantil,P3,41,202608,77408.76
O Boticário,Colônia Infantil,P3,42,202609,38562.26
O Boticário,Colônia Infantil,P5,0,202401,41012.58
O Boticário,Colônia Infantil,P5,1,202402,40947.93
O Boticário,Colônia Infantil,P5,2,202403,41920.61
O Boticário,Colônia Infantil,P5,3,202404,53230.94
O Boticário,Colônia Infantil,P5,4,202405,63253.1
O Boticário,Colônia Infantil,P5,5,202406,65903.24
O Boticário,Colônia Infantil,P5,6,202407,33180.36
O Boticário,Colônia Infantil,P5,7,202408,62500.47
O Boticário,Colônia Infantil,P5,8,202409,26490.19
O Boticário,Colônia Infantil,P5,9,202410,34319.49
O Boticário,Colônia Infantil,P5,10,202411,43034.79
O Boticário,Colônia Infantil,P5,11,202412,24727.11
O Boticário,Colônia Infantil,P5,12,202413,41490.06
O Boticário,Colônia Infantil,P5,13,202414,34947.41
O Boticário,Colônia Infantil,P5,14,202415,52232.82
O Boticário,Colônia Infantil,P5,15,202416,55057.39
O Boticário,Colônia Infantil,P5,16,202417,66677.89
O Boticário,Colônia Infantil,P5,17,202501,21365.35
O Boticário,Colônia Infantil,P5,18,202502,29964.5
O Boticário,Colônia Infantil,P5,19,202503,31887.13
O Boticário,Colônia Infantil,P5,20,202504,47704.57
O Boticário,Colônia Infantil,P5,21,202505,40305.270000000004
O Boticário,Colônia Infantil,P5,22,202506,49747.21
O Boticário,Colônia Infantil,P5,23,202507,19271.68
O Boticário,Colônia Infantil,P5,24,202508,40117.45
O Boticário,Colônia Infantil,P5,25,202509,23616.07
O Boticário,Colônia Infantil,P5,26,202510,30413.24
O Boticário,Colônia Infantil,P5,27,202511,38368.61
O Boticário,Colônia Infantil,P5,28,202512,27512.29
O Boticário,Colônia Infantil,P5,29,202513,29208.41
O Boticário,Colônia Infantil,P5,30,202514,34694.4
O Boticário,Colônia Infantil,P5,31,202515,54014.14
O Boticário,Colônia Infantil,P5,32,202516,36352.46
O Boticário,Colônia Infantil,P5,33,202517,53556.14
O Boticário,Colônia Infantil,P5,34,202601,23427.07
O Boticário,Colônia Infantil,P5,35,202602,21104.65
O Boticário,Colônia Infantil,P5,36,202603,28724.08
O Boticário,Colônia Infantil,P5,37,202604,20316.59
O Boticário,Colônia Infantil,P5,38,202605,31715.76
O Boticário,Colônia Infantil,P5,39,202606,47956.93
O Boticário,Colônia Infantil,P5,40,202607,26019.77
O Boticário,Colônia Infantil,P5,41,202608,50619.47
O Boticário,Colônia Infantil,P5,42,202609,22349.18
O Boticário,Condicionador,P3,0,202401,31379.83
O Boticário,Condicionador,P3,1,202402,35691.25
O Boticário,Condicionador,P3,2,202403,50937.89
O Boticário,Condicionador,P3,3,202404,56089.92
O Boticário,Condicionador,P3,4,202405,58374.15
O Boticário,Condicionador,P3,5,202406,78218.62
O Boticário,Condicionador,P3,6,202407,38925.42
O Boticário,Condicionador,P3,7,202408,66170.92
O Boticário,Condicionador,P3,8,202409,31618.68
O Boticário,Condicionador,P3,9,202410,45954.67
O Boticário,Condicionador,P3,10,202411,54761.56
O Boticário,Condicionador,P3,11,202412,31266.57
O Boticário,Condicionador,P3,12,202413,39180.88
O Boticário,Condicionador,P3,13,202414,46080.35
O Boticário,Condicionador,P3,14,202415,62412.46
O Boticário,Condicionador,P3,15,202416,47823.0
O Boticário,Condicionador,P3,16,202417,79230.75
O Boticário,Condicionador,P3,17,202501,27608.15
O Boticário,Condicionador,P3,18,202502,25780.93
O Boticário,Condicionador,P3,19,202503,23607.11
O Boticário,Condicionador,P3,20,202504,39843.49
O Boticário,Condicionador,P3,21,202505,46876.3
O Boticário,Condicionador,P3,22,202506,49529.24
O Boticário,Condicionador,P3,23,202507,25621.7
O Boticário,Condicionador,P3,24,202508,47125.49
O Boticário,Condicionador,P3,25,202509,30309.68
O Boticário,Condicionador,P3,26,202510,29269.96
O Boticário,Condicionador,P3,27,202511,44024.4
O Boticário,Condicionador,P3,28,202512,19403.03
O Boticário,Condicionador,P3,29,202513,31216.02
O Boticário,Condicionador,P3,30,202514,37528.39
O Boticário,Condicionador,P3,31,202515,54276.43
O Boticário,Condicionador,P3,32,202516,37331.73
O Boticário,Condicionador,P3,33,202517,62967.33
O Boticário,Condicionador,P3,34,202601,18720.96
O Boticário,Condicionador,P3,35,202602,21799.920000000002
O Boticário,Condicionador,P3,36,202603,31785.65
O Boticário,Condicionador,P3,37,202604,28327.55
O Boticário,Condicionador,P3,38,202605,16030.9
O Boticário,Condicionador,P3,39,202606,26460.72
O Boticário,Condicionador,P3,40,202607,21449.03
O Boticário,Condicionador,P3,41,202608,20082.74
O Boticário,Condicionador,P3,42,202609,12973.45
O Boticário,Condicionador,P4,0,202401,23572.55
O Boticário,Condicionador,P4,1,202402,24362.93
O Boticário,Condicionador,P4,2,202403,35052.62
O Boticário,Condicionador,P4,3,202404,37949.43
O Boticário,Condicionador,P4,4,202405,43705.21
O Boticário,Condicionador,P4,5,202406,52037.48
O Boticário,Condicionador,P4,6,202407,26560.99
O Boticário,Condicionador,P4,7,202408,53422.53
O Boticário,Condicionador,P4,8,202409,26688.4
O Boticário,Condicionador,P4,9,202410,30820.510000000002
O Boticário,Condicionador,P4,10,202411,37548.21
O Boticário,Condicionador,P4,11,202412,21465.24
O Boticário,Condicionador,P4,12,202413,29410.09
O Boticário,Condicionador,P4,13,202414,26429.7
O Boticário,Condicionador,P4,14,202415,48404.21
O Boticário,Condicionador,P4,15,202416,37676.25
O Boticário,Condicionador,P4,16,202417,60431.16
O Boticário,Condicionador,P4,17,202501,20088.66
O Boticário,Condicionador,P4,18,202502,17777.99
O Boticário,Condicionador,P4,19,202503,15423.34
O Boticário,Condicionador,P4,20,202504,29156.4
O Boticário,Condicionador,P4,21,202505,34221.04
O Boticário,Condicionador,P4,22,202506,42852.64
O Boticário,Condicionador,P4,23,202507,19168.22
O Boticário,Condicionador,P4,24,202508,29988.920000000002
O Boticário,Condicionador,P4,25,202509,21633.84
O Boticário,Condicionador,P4,26,202510,22847.74
O Boticário,Condicionador,P4,27,202511,31430.920000000002
O Boticário,Condicionador,P4,28,202512,17663.09
O Boticário,Condicionador,P4,29,202513,23303.72
O Boticário,Condicionador,P4,30,202514,22606.15
O Boticário,Condicionador,P4,31,202515,50067.15
O Boticário,Condicionador,P4,32,202516,39136.14
O Boticário,Condicionador,P4,33,202517,45828.4
O Boticário,Condicionador,P4,34,202601,14859.92
O Boticário,Condicionador,P4,35,202602,18580.350000000002
O Boticário,Condicionador,P4,36,202603,19964.61
O Boticário,Condicionador,P4,37,202604,17201.91
O Boticário,Condicionador,P4,38,202605,25926.84
O Boticário,Condicionador,P4,39,202606,42243.020000000004
O Boticário,Condicionador,P4,40,202607,17725.7
O Boticário,Condicionador,P4,41,202608,40069.93
O Boticário,Condicionador,P4,42,202609,19068.75
O Boticário,Hidratante Corporal,P1,0,202401,7217.35
O Boticário,Hidratante Corporal,P1,1,202402,7238.02
O Boticário,Hidratante Corporal,P1,2,202403,9322.35
O Boticário,Hidratante Corporal,P1,3,202404,9373.06
O Boticário,Hidratante Corporal,P1,4,202405,11294.12
O Boticário,Hidratante Corporal,P1,5,202406,12347.86
O Boticário,Hidratante Corporal,P1,6,202407,6942.91
O Boticário,Hidratante Corporal,P1,7,202408,11428.12
O Boticário,Hidratante Corporal,P1,8,202409,7036.35
